Dealer Name,City,FQ,Qty,Latitude,Longitude
SOUTHERN AFRICAN MECHANISATION HECTORSPRUIT OUTLET,HECTORSPRUIT,30,,,
SA MOTOR CORPORATION,RANDBURG,30,,,
SOUTHERN AFRICAN MECHANISATION ROCKY DRIFT OUTLET,NELSPRUIT,30,,,
SOUTHERN AFRICAN MECHANISATION - TZANEEN OUTLET,TZANEEN,30,,,
SANI CAR RENTAL,BOKSBURG,30,,,
SANDTON SAAB,BRYANSTON,30,,,
,Bryanston,30,,,
MOTUS NISSAN PAROW,PAROW,180,,,
SCOTT AUTO MAZDA,BETHLEHEM,30,,,
SCOTT AUTO GROUP,BETHLEHEM,30,,,
SEAMANS GROUP,PORT ELIZABETH,30,,,
SEAMANS DFSK,PORT ELIZABETH,30,,,
SEAVIEW MOTORS GROUP,MOSSEL BAY,30,,,
SEAMAN'S RENAULT GEO...,"Knysna, 6570",30,,,
RENAULT GARDEN ROUTE,GEORGE,30,,,
SEAMANS RENAULT PORT ELIZABETH,PORT ELIZABETH,60,,,
SECUNDA MOTOR CORP,SECUNDA,30,,,
SECUNDA TOYOTA,SECUNDA,30,,,
SELECT AUTO GROUP,CENTURION,30,,,
SEAMANS LDV PORT ELIZABETH,PORT ELIZABETH,30,,,
SENTRAAL-SUID KOOPERASIE BPK - GEORGE OUTLET,GEORGE,30,,,
SENTRACOR LADYSMITH,LADYSMITH,30,,,
SENTRAAL-SUID KOOPERASIE GROUP,SWELLENDAM,30,,,
SENTRAAL-SUID KOOPERASIE BPK,SWELLENDAM,30,,,
SERENGETI MOTORS,BLOEMFONTEIN,30,,,
SETTLER CITY TOYOTA,GRAHAMSTOWN,30,,,
SHARP MINDS TWENTY TWO PTY GROUP,BLOEMFONTEIN,30,,,
SHAHIL MOTOR GROUP,LADYSMITH,30,,,
SHIRAZ AUTO,LENASIA 1827,30,,,
SHIFTING GEARS,HOOGLAND RANDBURG,30,,,
SHORTS COMMERCIAL VEHICLES,GEORGE,30,,,
SIGNATURE CARS (PTY) LTD,LITTLE FALLS,30,,,
SILVERTON BUS AND TRUCK,PRETORIA,30,,,
SILVERLINE CARS GROUP,MIDRAND,30,,,
WILLIAM SIMPSON,TOKAI,30,,,
WILLIAM SIMPSON NISSAN,TOKAI,30,,,
T/A JAC HARTSWATER & SKEMA MOTORS,HARTSWATER,30,,,
SMD TRADING GROUP,STANGER,30,,,
SMG AUTO GROUP,PIETERMARITZBURG,30,,,
SMG CHERY CENTURY CITY,CAPE TOWN,60,,,
SMG CHERY UMHLANGA,39 MERIDIAN DRIVE,60,,,
SMG GRENADIER CAPE TOWN,CAPE TOWN,30,,,
SMG GRENADIER UMHLANGA,DURBAN,30,,,
SMG ICAUR TOKAI,TOKAI,30,,,
SMG iCAUR UMHLANGA,UMHLANGA,30,,,
SMG iCAUR PIETERMARITZBURG,PIETERMARITZBURG,30,,,
SMG JAGUAR LAND ROVER CAPE TOWN CITY,CAPE TOWN,30,,,
SMG LEPAS UMHLANGA,UMHLANGA,30,,,
SMG TOYOTA GAUTENG,JOHANNESBURG,90,,,
SMG TOYOTA GROUP,JOHANNESBURG,14,,,
SMH BEDFORDVIEW GROUP,BEDFORDVIEW,30,,,
HONDA AUTO BLOEMFONTEIN,BLOEMFONTEIN,30,,,
SKY ABSOLUT AUTO,BRYANSTON,30,,,
SOLLY LATIF GROUP,GROBLERSDAL,30,,,
SOUTHERN AFRICAN MECHANISATION (PTY) LTD,NELSPRUIT,30,,,
SOUTHERN AFRICAN MECHANISATION GROUP,NELSPRUIT,30,,,
SOUTH COAST GROUP,PORT SHEPSTONE,30,,,
SOUTH COAST NEW HOLLAND,MARBURG,30,,,
SOUTHERN MOTOR HOLDING GROUP,BRYANSTON,30,,,
SOUTHGATE WHEELS,FLORIDA GLEN,30,,,
SOUTH GATE WHEELS GROUP,FLORIDA GLEN,30,,,
SPRINGS CAR WHOLESALERS GROUP,SPRINGS,30,,,
T/A HYUNDAI MALMESBURY,MALMESBURY,60,,,
SPRINGSWEG NIGEL EIENDOMME GROUP,NIGEL,30,,,
SPRINGS NISSAN...,"Boksburg, 1459",30,,,
SPRINGS NISSAN,SPRINGS,30,,,
SPRINGS NISSAN,"Boksburg, GT",30,,,
STARGATE AUTO CC,VEREENIGING,30,,,
STAR GATE AUTO GROUP,VANDERBIJLPARK,30,,,
STALLION MOTORS,BEAUFORT WEST,30,,,
STAR MOTOR GROUP,VEREENIGING,30,,,
STAR NISSAN VEREENIGING,VEREENIGING,60,,,
MYRIDE NISSAN WESKUS,VREDENBURG,30,,,
TWK MOTORS (PTY) LTD T/A STANDERTON,STANDERTON,14,,,
STELLENBOSCH LANDROVER AND JAGUAR,STELLENBOSCH,30,,,
STELLANTIS MILNERTON CAPE TOWN,"MILNERTON, CAPE TOWN",30,,,
STEPHEN NALE MOTORS,JOHANNESBURG,30,,,
STEYNBERG SAKE GROUP,STRAND,30,,,
STREET SMART AUTO,KEMPTON PARK,30,,,
MARITIME MOTORS GROUP,WALMER,30,,,
STUCKY MOTORS GROUP,PIET RETIEF,30,,,
SUBARU BELLVILLE,BELLVILLE,30,,,
SUBARU DURBAN,DURBAN NORTH,60,,,
SUBARU EASTERN CAPE,PORT ELIZABETH,60,,,
SUBARU EAST LONDON,EAST LONDON,60,,,
SUBARU PRETORIA,CENTURION,30,,,
SUBARU WEST RAND,ROODEPOORT,30,,,
SUCROSE NISSAN,STANGER,60,,,
SUGAR COAST MOTORS,DARNALL LLEMBE DISTRCT,30,,,
SUMMIT AUTO GROUP,RIVONIA,30,,,
SUMMIT AUTO GROUP,RIVONIA,30,,,
SUPREME AUTO & CHERY VRYBURG,VRYBURG,30,,,
SUPREME AUTO,VRYBURG,30,,,
SUPREME MAZDA,MAHIKENG,30,,,
SUPER GROUP,SANDTON,30,,,
SUPER GROUP,SANDTON,30,,,
SUPER GROUP CJD,BOKSBURG,30,,,
SUPER GROUP FORD,EDENVALE,30,,,
SUPER GROUP GENERAL MOTORS SA,BLACKHEATH,30,,,
SUPER GROUP GWM,SANDTON,30,,,
DEALERSHIPS HEAD OFFICE,SANDTON,30,,,
SUPER GROUP HONDA,SANDTON,30,,,
SUPER GROUP ITSA,BLACKHEATH,30,,,
SUPER GROUP LANDROVER SA,SANDTON,30,,,
SUPER GROUP MAZDA,SANDTON,30,,,
SUPER GROUP NISSAN,SANDTON,30,,,
SUPER GROUP NISSAN DIESEL SA,SANDTON,30,,,
SUPER GROUP RENAULT SA,SANDTON,30,,,
SUPER GROUP TRADING,SANDTON,30,,,
SUPER GROUP VOLVO,SANDTON,30,,,
SUPER GROUP PEUGEOT,HONEYDEW,30,,,
SUPERTECH OMODA (PTY) LTD,NEWCASTLE,30,,,
SUPREME AUTO GROUP,MAHIKENG,30,,,
SUZUKI ALBERTON,ALBERTON,60,,,
SUZUKI BETHLEHEM,BETHLEHEM,14,,,
SUZUKI BETHLEHEM,BETHLEHEM,14,,,
SUZUKI BETHLEHEM,ERMELO,14,,,
SUZUKI BETHLEHEM,ERMELO,14,,,
SUZUKI BETHLEHEM,NEWCASTLE,14,,,
SUZUKI BETHLEHEM,NEWCASTLE,14,,,
SUZUKI BETHLEHEM,NEWCASTLE,14,,,
SUZUKI BLACKHEATH,CAPE TOWN,30,,,
SUZUKI BLOEMFONTEIN,BLOEMFONTEIN,180,,,
SUZUKI BOKSBURG,BOKSBURG,120,,,
SUZUKI BRITS,BRITS,14,,,
SUZUKI BRUMA,JOHANNESBURG,120,,,
SUZUKI BRYANSTON,RANDBURG,30,,,
SUZUKI BURGERSFORT,BURGERSFORT,30,,,
SUZUKI CAPE GATE,BRACKENFELL,90,,,
SUZUKI CAPE TOWN,CAPE TOWN,60,,,
SUZUKI CAPE TOWN,CAPE TOWN,60,,,
SUZUKI CENTURION,CENTURION,60,,,
SUZUKI CONSTANTIABERG,DIEP RIVER,90,,,
SUZUKI CORLETT...,Kew,60,,,
EAGLE SUZUKI BRAMLEY,JOAHNNESBURG,60,,,
SUZUKI DURBAN,DURBAN NORTH,60,,,
SUZUKI EAST LONDON,BEACON BAY,60,,,
SUZUKI EDENVALE,Johannesburg,120,,,
SUZUKI ERMELO,ERMELO,14,,,
SUZUKI ERMELO,ERMELO,14,,,
SUZUKI ERMELO,BETHLEHEM,14,,,
SUZUKI ERMELO,BETHLEHEM,14,,,
SUZUKI ERMELO,NEWCASTLE,14,,,
SUZUKI ERMELO,NEWCASTLE,14,,,
SUZUKI ERMELO,NEWCASTLE,14,,,
SUZUKI GEORGE,GEORGE,60,,,
SUZUKI GROBLERSDAL,GROBLERSDAL,30,,,
SUZUKI GROBLERSDAL,GROBLERSDAL,30,,,
SUZUKI HATFIELD,PRETORIA,90,,,
CHERY JHB SOUTH,JOHANNESBURG,60,,,
SUZUKI HELDERBERG,STRAND,30,,,
SUZUKI HOEDSPRUIT,HOEDSPRUIT,30,,,
SUZUKI JHB SOUTH...,Bassonia,60,,,
SUZUKI JHB SOUTH...,Oakdene,60,,,
SUZUKI JHB SOUTH,ROSSETTENVILLE,60,,,
SUZUKI KENILWORTH (MEKOR),CAPE TOWN,90,,,
NTT SUZUKI KIMBERLY,KIMBERLEY,90,,,
SUZUKI AUTO KING WILLIAMS TOWN,KING WILLIAMS TOWN,60,,,
SUZUKI - KLERKSDORP,KLERKSDORP,30,,,
SUZUKI KOKSTAD,KOKSTAD,30,,,
SUZUKI KROONSTAD,KROONSTAD,180,,,
SUZUKI KYALAMI,KYALAMI,30,,,
OVK MOTORS SUZUKI LADYBRAND,LADYBRAND,90,,,
SUZUKI LENASIA,EXTENSION 8,30,,,
SUZUKI MAHINDRA & JEEP FIAT MONTANA,PRETORIA,30,,,
SUZUKI MONTANA,PRETORIA,14,,,
SUZUKI MAKHADO,MAKHADO,180,,,
SUZUKI MALELANE,MALELANE,60,,,
SUZUKI MARGATE,MARGATE,30,,,
SUZUKI AND CHERY MENLYN,PRETORIA,14,,,
COMBINED AUTO HOLDINGS (PTY) LTD,MIDDELBURG,30,,,
SUZUKI MODIMOLLE,MODIMOLLE,30,,,
SUZUKI MONTANA,PRETORIA,30,,,
SUZUKI MTHATHA,MTHATHA,180,,,
SUZUKI NEWCASTLE,NEWCASTLE,14,,,
SUZUKI NEWCASTLE,NEWCASTLE,14,,,
SUZUKI NEWCASTLE,ERMELO,14,,,
SUZUKI NEWCASTLE,ERMELO,14,,,
SUZUKI NEWCASTLE,BETHLEHEM,14,,,
SUZUKI NEWCASTLE,BETHLEHEM,14,,,
SUZUKI NEWCASTLE,NEWCASTLE,14,,,
SUZUKI NORTHCLIFF,JHB,30,,,
SUZUKI PAARL,PAARL,30,,,
SUZUKI PE,PORT ELIZABETH,60,,,
SUZUKI PIETERMARITZBURG,PIETERMARITZBURG,30,,,
SUZUKI PINETOWN,PINETOWN,90,,,
SUZUKI PORT ALFRED,PORT ALFRED,30,,,
SUZUKI POTCHEFSTROOM,POTCHEFSTROOM,14,,,
SUZUKI QUEENSTOWN,QUEENSTOWN,30,,,
SUZUKI RIVONIA,RIVONIA,60,,,
SUZUKI - RUSTENBURG,RUSTENBURG,14,,,
SUZUKI SALT ROCK AND CHERY NORTH COAST,UMHLALI,30,,,
SUZUKI SANDTON,SANDTON,30,,,
SUZUKI SASOLBURG,SASOLBURG,60,,,
SUZUKI SECUNDA,SECUNDA,180,,,
SUZUKI SOUTH COAST,PORT SHEPSTONE,30,,,
SUZUKI STELLENBOSCH,STELLENBOSCH,30,,,
SUZUKI STELLENBOSCH,STELLENBOSCH,30,,,
SUZUKI STRIJDOM PARK,RANDBURG,30,,,
SUPER GROUP SUZUKI,SANDTON,30,,,
SUZUKI TZANEEN,TZANEEN,30,,,
SUZUKI BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,,
SUZUKI CARLETONVILLE,CARLTONVILLE,30,,,
SUZUKI ESHOWE,ESHOWE,30,,,
SUZUKI LICHTENBURG,LICHTENBURG,180,,,
SUZUKI MOKOPANE,MOKOPANE,14,,,
SUZUKI MAHIKENG,MAHIKENG,60,,,
CMH UMHLANGA...,Phoenix,90,,,
CMH UMHLANGA,UMHLANGA,90,,,
SUZUKI UPINGTON,UPINGTON,60,,,
SUZUKI VRYHEID,VRYHEID,30,,,
SUZUKI VEREENIGING,VEREENIGING,60,,,
SUZUKI VRYBURG,VRYBURG,30,,,
SUZUKI WEST RAND,JOHANNESBURG,60,,,
SUZUKI ZULULAND,RICHARDS BAY,30,,,
GWM SWAKOPMUND,SWAKOPMUND,30,,,
CMH VOLVO CARS CAPE TOWN,FORESHORE,90,,,
CMH VOLVO CARS UMHLANGA,UMHLANGA,90,,,
CMH VOLVO CARS PRETORIA,PRETORIA,90,,,
SYDNEY HUNT KURUMAN,KURUMAN,30,,,
SYDNEY HUNT VRYBURG,VRYBURG,30,,,
SYDFRED MOTORS,MATATIELE,30,,,
TM NISSAN,GROBLERSDAL,30,,,
TM NISSAN,MARBLE HALL,30,,,
TM NISSAN,MARBLE HALL,30,,,
TABLEVIEW MULTIFRANCHISE,TABLEVIEW,90,,,
HONDA ZULULAND,RICHARDS BAY,30,,,
TANGAWIZI MOTORS GROUP,RICHARDSBAY,30,,,
TASK NISSAN,BARBERTON,14,,,
GWM WEST RAND,ROODEPOORT,30,,,
TATA BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,,
TATA DURBAN SOUTH,DURBAN,30,,,
TATA KEMPTON PARK,KEMPTON PARK,14,,,
TATA LADYSMITH,LADYSMITH,30,,,
TATA RUSTENBURG,RUSTENBURG,120,,,
TATA TRUCKS KWADAKUZA,KWADAKUZA,30,,,
TATA WITBANK,WITBANK,120,,,
TATA BOKSBURG,EAST RAND MALL,30,,,
TATA EDENVALE,EDENVALE,120,,,
TATA GARDEN ROUTE,GEORGE INDUSTRIA,30,,,
TATA NEWLANDS,JOHANNESBURG,30,,,
TATA NEWCASTLE,NEWCASTLE,30,,,
TATA SECUNDA,SECUNDA,30,,,
TATA TRUCK AND BUS BLOEMFONTEIN,BLOEMFONTEIN,30,,,
TAVCOR BAIC PORT ELIZABETH,PORT ELIZABETH,60,,,
TAVCOR BAIC GEORGE,GEORGE,60,,,
TAVCOR AUTOSALES FIAT & JEEP,PORT ELIZABETH,60,,,
TAVCOR JAC GEORGE,GEORGE,30,,,
TAVCOR JAC PORT ELIZABETH,PORT ELIZABETH,30,,,
TAVCOR JEEP,PORT ELIZABETH,60,,,
TAVCOR MG GEORGE,GEORGE,60,,,
TAVCOR MG PORT ELIZABETH,FAIRVIEW,60,,,
TAVCOR MOTOR GROUP,PORT ELIZABETH,30,,,
TAVCOR MOTORENT,PORT ELIZABETH,30,,,
TAVCOR MOTORENT,GEORGE,30,,,
TAVCOR MOTORENT,PORT ELIZABETH,30,,,
TAVCOR SUZUKI JEFFREYS BAY,JEFFREYS BAY,30,,,
TAVCOR SUZUKI KNYSNA,KNYSNA,60,,,
TAVCOR SUZUKI MOSSEL BAY,MOSSEL BAY,60,,,
TAYOB FAMILY GROUP,BURGERSFORT,30,,,
TELEGENIX GROUP,MOKOPANE,30,,,
TEX MOTORCYCLES,GEORGE,30,,,
THE GLEN MOTORS GROUP,BASSONIA,30,,,
THE RICTU 13 GROUP,KLERKSDORP,30,,,
THE TDP GROUP,WESTONARIA,30,,,
THEKWINI TOYOTA DURBAN,DURBAN,180,,,
THEKWINI TOYOTA DURB,"DURBAN, 4001",180,,,
THEKWINI TOYOTA WESTVILLE,DURBAN,180,,,
THEKWINI TOYOTA WEST...,"WESTVILLE, 3630",180,,,
THORP BAYSIDE,TABLEVIEW,60,,,
THORP PLUMSTEAD,PLUMSTEAD,60,,,
THORP GROUP,PLUMSTEAD,60,,,
THORP N1 CITY,CAPE TOWN,60,,,
THOMPSON NISSAN...,"PORT SHEPSTONE, 4240",60,,,
THOMPSON NISSAN...,"MARBURG, 4252",60,,,
THOMPSON NISSAN...,"SHELLY BEACH, 4245",60,,,
THOMPSON NISSAN,PORT SHEPSTONE,60,,,
THORP BRACKENFELL,BRACKENFALL,30,,,
THORP TABLEVIEW,BLOUBERG,60,,,
THORP TABLE BAY,TABLEVIEW,30,,,
THRIFTY CAR SALES BOKSBURG,BOKSBURG,30,,,
THRIFTY CAR SALES SPRINGS,BOKSBURG,30,,,
 THRIFTY CAR SALES SP...,"Springs, 1560",30,,,
TOI-WIL MOTORS,BRITS,30,,,
TOKAI MULTIFRANCHISE,RETREAT,90,,,
TOM CAMPHER GROUP,GQEBERHA,30,,,
TOM CAMPHER MOTORS,JOHANNESBURG,30,,,
TOM CAMPHER VOLVO GQEBERHA,GQEBERHA,30,,,
TOPGEAR AUTO GROUP,SANDTON,30,,,
TOPGEAR AUTO NEWCASTLE,NEWCASTLE,30,,,
TOPGEAR AUTO,JOHANNESBURG,30,,,
 TOPGEAR AUTO...,Randburg,30,,,
TOP MARK'S GROUP,PRETORIA,30,,,
TOYZ AUTO,UMHLANGA,30,,,
CMH TOYOTA UMHLANGA,UMHLANGA RIDGE,90,,,
CMH TOYOTA ALBERTON,ALBERTON,90,,,
TRACTOR FIELD SERVICES (PTY) LTD,MAKHADO,30,,,
TRACTOR GIANTS (PTY) LTD,PRETORIA NORTH,30,,,
TRAX MOTOR,PRETORIA,30,,,
UB TRAX (PTY) LTD,EQUESTRIA,30,,,
TRAX MOTO GROUP,"EQUESTRIA, PRETORIA",30,,,
TRADESTUFF 2131 CC,HARTBEESFONTEIN,30,,,
TRACTOR WORLD,EAST LONDON,60,,,
TREK IN TOYOTA,DE AAR,30,,,
TRITON FLEET MANAGEMENT (PTY) LTD,LINBRO PARK,30,,,
TROPHY MOTORS,DUIWELSKLOOF,30,,,
TROPHY TYRES CC,LETSITELE,30,,,
TRUST ABSOLUT AUTO GROUP,CAPE TOWN,30,,,
TRUST ABSOLUTE AUTO  (PTY) LTD T/A SUZUKI BRYANSTO,BRYANSTON,60,,,
TRUST ABSOLUT AUTO (PTY) LTD t/a SUZUKI HELDERBERG,STRAND,60,,,
TRUCK & TRACTOR SPECIALISTS PLANT,POLOKWANE,30,,,
TRUCK WORLD (PTY) LTD,KRUGERSDORP MULDERSDRIF,7,,,
TWENTY FOUR MOTORS CC,ERMELO,30,,,
TWENTY FOUR MOTOR GROUP,ERMELO,30,,,
TWK AGRI,ERMELO,30,,,
TWK AGRI,PIET RETIEF,30,,,
TWK AGRI (OLD),PIET RETIEF,30,,,
TWK GROUP,PIET RETIEF,30,,,
TKW MOTORS GROUP,STANDERTON,30,,,
TYGER CARAVANS & CAMPWORLD,CAPE TOWN,14,,,
RENAULT TYGERBERG,BELLVILLE,90,,,
UD NWT RUSTENBURG,RUSTENBURG,120,,,
UD TRUCKS LICHTENBURG,LICHTENBURG,30,,,
LAUBSTAR NC (PTY) LTD,KATHU,30,,,
UD TRUCKS KLERKSDORP,KLERKSDORP,30,,,
UD TRUCKS NEWCASTLE,NEWCASTLE,14,,,
ULTIMATE AUTO VANDERBIJLPARK,VANDERBIJLPARK,30,,,
ULTRA MOTORS WELKOM,WELKOM,14,,,
UMHLANGA MULTIFRANCHISE,UMHLANGA,30,,,
CFAO MOBILITY GROUP,ROODEPOORT,30,,,
UNIVERSAL EQUIPMENT,EAST LONDON,30,,,
UNITRANS GENERAL MOTORS SA,BENONI,30,,,
UNITRANS HAVAL GROUP,PORT ELIZABETH,30,,,
UNITRANS ITSA GROUP,BENONI,30,,,
UNITRANS MAHINDRA GROUP,DURBAN,30,,,
NMI-DSM MBOMBELA,NELSPRUIT,90,,,
UNITRANS NISSAN SA GROUP,BENONI,30,,,
UNITRANS RENAULT SA GROUP,BENONI,30,,,
UNITRANS TOYOTA GROUP,JOHANNESBURG,30,,,
UPINGTON TOYOTA,UPINGTON,90,,,
UPINGTON TREKKERS,UPINGTON,30,,,
UPINGTON TREKKERS GROUP,UPINGTON,30,,,
VAAL TATA,MEYERTON,14,,,
VAAL TOYOTA...,Vaalpark,90,,,
VAAL TOYOTA,VEREENIGING,90,,,
VALOR GWM LICHTENBURG,LICTENBURG,30,,,
VALOR LEPAS KLERKSDORP,KLERKSDORP,30,,,
VALOR MG MAHIKENG,MAHIKENG,30,,,
VALTRAC (PTY) LTD,PARYS,30,,,
VANBREDA AGRI,STELLENBOSCH,30,,,
VANS AUTO AND SOUND,MIDDELBURG,30,,,
VARNFIELD EN MARITZ MOTORS,PRETORIA NORTH,14,,,
VDW MOTOR GROUP,RUSTENBURG,30,,,
VEE MOTORS,EDENVALE,30,,,
RANDWEST MOTORS,WESTONARIA,30,,,
VERMAAK MOTOR GROUP,SANDTON,30,,,
VESPA SOUTH AFRICA,SUNNINGHILL SANDTON,30,,,
VESPA SA CAPE TOWN SERVICE,CAPE TOWN,60,,,
VESPA SA CAPE TOWN,CAPE TOWN,30,,,
VESPA SOUTH AFRICA GROUP,VERWOERDPARK,30,,,
VESPA KZN,DURBAN,30,,,
VESPA SA MELROSE ARCH,MELROSE,30,,,
VESPA SA SANDTON,PAULSHOF,60,,,
VIP CARS,KEMPTON PARK,30,,,
VOLVO CARS GEORGE,GEORGE,30,,,
VOLVO CARS PINETOWN,PINETOWN,7,,,
VOLVO POLOKWANE,POLOKWANE,30,,,
VOLVO POLOKWANE,POLOKWANE,30,,,
VOSMAR MOTORS GROUP,ROODEPOORT,30,,,
VREDENDAL TOYOTA,VREDENDAL,30,,,
VS AUTO,PRETORIA,30,,,
VX AUTO,KLERKSDORP,30,,,
WALKER GROUP,UPINGTON,30,,,
WATERFORD JAGUAR AND LANDROVER,FOURWAYS,60,,,
WATERBERG NEW HOLLAND,BELA BELA,14,,,
WATERBERG NEW HOLLAND GROUP,BELA BELA,30,,,
WATERBERG TOYOTA MODIMOLLE,MODIMOLLE,30,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL BRITS",BRITS,90,,,
WEIR'S GROUP,EAST LONDON,30,,,
MORGAN NISSAN WELKOM,WELKOM,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL BARBERTO",BARBERTON,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL BOTHA,BOTHAVILLE,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL BOTHAVIL",BOTHAVILLE,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL BRITS,BRITS,90,,,
WESTVAAL GROUP,KLERKSDORP,30,,,
WESTVAAL MOTOR HOLDINGS,KLERKSDORP,30,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL HYUND,BARBERTON,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL SECUN,KLERKSDORP,60,,,
WESTVAAL ISUZU FLEET,PRETORIA,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL ISUZU FL",PRETORIA,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL ITSA,KLERKSDORP,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL ITSA,NELSPRUIT,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL ITSA,POLOKWANE,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL ITSA,RUSTENBURG,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL MENLY,PRETORIA,60,,,
WESTVAAL MENLYN,PRETORIA,60,,,
WESTVAAL MENLYN,PRETORIA,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL KLERK,KLERKSDORP,60,,,
"WESTVAAL TRUCKS (PTY) LTD  , WESTVAAL KLERKSDORP T",KLERKSDORP,90,,,
MSE AUTO (PTY) LTD t/a WESTVAAL LICTHENBURG,LICHTENBURG,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL LICHTENB",LICHTENBURG,90,,,
MSE AUTO (PTY) LTD t/a WESTVAAL MAHIKENG,MAHIKENG,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL MAHIKENG",MAHIKENG,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL MASHI,LYDENBURG,60,,,
WESTVAAL MASHISHING...,Steelpoort,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL MASHISHI",LYDENBURG,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL MOKOP,MOKOPANE,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL MOKOPANE",MOKOPANE,90,,,
WESKAAP MOTORS,VREDENBURG,30,,,
WESTVAAL NELSPRUIT-1,"Baberton, MP 1300",60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL NELSP,NELSPRUIT,60,,,
"WESTVAAL TRUCKS (PTY) LTD , WESTVAAL NELSPRUIT TRU",NELSPRUIT,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL PAARL,PAARL,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL PAARL",PAARL,90,,,
WESTVAAL POLOKWANE...,Polokwane,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL POLOK,POLOKWANE,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL POLOKWAN",POLOKWANE,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL POTCH,POTCHEFSTROOM,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL RENAU,KLERKSDORP,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL RENAU,MAHIKENG,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL RUSTE,RUSTENBURG,60,,,
"WESTVAAL TRUCKS (PTY) LTD , WESTVAAL RUSTENBURG TR",RUSTENBURG,90,,,
WESTVAAL MOTOR HOLDINGS (PTY( LTD - WESTVAAL SECUN,SECUNDA,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL SECUNDA",SECUNDA,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL SOMERSET",SOMERSET WEST,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL SOMER,SOMERSET WEST,60,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL SUZUK,KLERKSDORP,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL KLERKSDO",KLERKSDROP,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL MENLYN",PRETORIA,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL NELSPRUI",NELSPRUIT,90,,,
WESTONARIA TOYOTA,WESTONARIA,14,,,
"WESTVAAL TRUCKS (PTY) LTD , WESTVAAL POLOKWANE TRU",POLOKWANE,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL POTCHEFS",POTCHEFSTROOM,90,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL RUSTENBU",RUSTENBURG,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL WHITE RI",WHITE RIVER,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL WELKO,WELKOM,60,,,
"WESTVAAL MOTOR GROUP (PTY) LTD , WESTVAAL WELKOM",WELKOM,90,,,
WESTVAAL MOTOR HOLDINGS (PTY) LTD - WESTVAAL WHITE,WHITE RIVER,60,,,
4WHEELS CARS,VRYBURG,60,,,
HELDEBERG NISSAN,HELDEBERG,60,,,
HEIDELBERG NISSAN,HEIDELBERG,60,,,
CMH UMHLANGA MULTIFRANCHISE (SUZUKI BIKES),DURBAN,60,,,
