Dealer Name,City,FQ,Qty,Latitude,Longitude
BUFFALO TOYOTA MTHATHA,MTHATHA,180,,,
BULTFONTEIN TOYOTA,BULTFONTEIN,90,,,
BUNDU LODGE,PAARL,30,,,
BURGERSFORT TOYOTA,BURGERSFORT,14,,,
SMG TOYOTA HILLCREST,HILLCREST,90,,,
BUSHMANS LANDINI (ESTCOURT BRANCH) LMC TRACTORS (P,ESTCOURT,30,,,
C P NEL MOSSELBAAI I...,"Mosselbay, 6506",30,,,
C P NEL MOSSEL BAY,MOSSEL BAY,30,,-34.1831,22.14605
ROLA GM CALEDON,CALEDON,60,,-34.23,19.4265
CAPITAL AUTO WORLD,MIDRAND,7,,-25.9895,28.12843
CAPE TOWN MULTIFRANCHISE,CAPE TOWN,90,,-33.9258,18.42322
CARS @ NOOK,VANDERBIJLPARK,30,,-26.7117,27.83795
CARBON BLACK AUTO,RIVONIA,14,,,
CARA-CAMP,SOMERSET,30,,,
CARTER CHERY/MITSUBISHI BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
CAR CITY,SECUNDA,30,,-26.55,29.16667
CARS.COM2,PRETORIA,14,,-25.7449,28.18783
CAR GUYS GAUTENG GROUP,PRETORIA,30,,-25.7449,28.18783
CAR GUYS GEZINA,PRETORIA,30,,-25.7449,28.18783
CARTER MAHINDRA BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
CARTER MITSUBISHI MELROSE,SANDTON,30,,,
CARPORT MOTORS,POLOKWANE,30,,,
CARGO MOTORS BEDFORDVIEW,EDENVALE,180,,,
CARDINALS MOTOR CORPORATION,BOKSBURG,14,,-26.212,28.25958
CARTER NISSAN BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
CARTER RENAULT/HAVAL BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,30,,-25.8102,28.74248
CARTER RENAULT MELROSE,SANDTON,30,,,
CARTER RENAULT SPRINGFIELD,SPRINGFIELD,30,,,
CAR SALES EXCLUSIVE,SANDTON,30,,,
CAR GUYS,PRETORIA,30,,-25.7449,28.18783
CARS AT MOFFET,"FAIRVIEW, PORT ELIZABETH",30,,-33.918,25.57007
CARTER SUZUKI ROSEBANK,ROSEBANK,30,,-26.1456,28.03589
CARLTONVILLE TOYOTA,CARLETONVILLE,7,,,
CASSEYS AUTO SPRINGS,SPRINGS,30,,-26.2584,28.47173
CASSEYS BENONI,BENONI,30,,-26.1885,28.32078
CASSIMPARK MOTORS,ERMELO,30,,,
CAT MOTORS,CRADOCK,30,,,
SELECT AUTO GROUP,PRETORIA,30,,-25.7449,28.18783
DROOMERS YAMAHA,BELLVILLE,30,,,
CAYENNE DROOMERS GROUP,SOMERSET WEST,30,,-34.084,18.82113
CELSUM KIMBERLEY,KIMBERLEY,30,,-28.7323,24.76232
CELSUM MULTI FRANCHISE,WELKOM,14,,-27.9774,26.73506
CELSUM MULTIFRANCHISE GROUP,WELKOM,30,,-27.9774,26.73506
NMI LEXUS CENTURION,PRETORIA,14,,-25.7449,28.18783
CENTRAL NISSAN,BLOEMFONTEIN,30,,-29.1211,26.214
CHANGAN CENTURION,CENTURION,30,,-25.8589,28.18577
NORTH MOTOR ENTERPRISES PTY LTD T/A CHANGAN CLAREM,CAPE TOWN,30,,,
,,30,,,
,,30,,,
CHANGAN KIMBERLEY,KIMBERLEY,60,,-28.7323,24.76232
CHATZMAX,JOHANNESBURG,14,,-26.2023,28.04363
CHANGAN EAST LONDON,EAST LONDON,60,,-33.0153,27.91162
CHANGAN GEORGE,GEORGE,30,,-33.963,22.46173
CHANGAN MBOMBELA,NELSPRUIT,30,,-25.4745,30.97033
CHANGAN PORT ELIZABETH,PORT ELIZABETH,30,,-33.918,25.57007
NORTH MOTOR GROUP PTY LTD T/A CHANGAN RIVONIA,SANDTON,30,,,
T/A CHANGAN VEREENIGING,VEREENIGING,60,,-26.6731,27.92615
CHANGAN WITBANK,WITBANK,7,,-25.8713,29.23323
CHANGAN RICHARDS BAY,RICHARDS BAY,30,,-28.783,32.03768
CHERY ALBERTON,ALBERTON,60,,-26.2679,28.12225
CHERY BOKSBURG,BOKSBURG,120,,-26.212,28.25958
CHERY CAPE TOWN CBD,CAPE TOWN,60,,-33.9258,18.42322
AUTHENTIQUE AUTOS,BELLVILLE,30,,,
CHERY DURBAN,DURBAN,30,,,
CHERY EAST LONDON,EAST LONDON,60,,-33.0153,27.91162
CHERY EDENVALE,EDENVALE,30,,-26.141,28.15247
CHERY GROBLERSDAL,GROBLERSDAL,30,,-25.1684,29.39412
CHERY JOHANNESBURG CITY,AMALGAM,30,,,
CHERY KEMPTON PARK,KEMPTON PARK,14,,-26.1086,28.2377
 CHERY KEMPTON PARK...,Kempton park,14,,-26.1086,28.2377
CHERY KING WILLIAMS TOWN,KING WILLIAMS TOWN,60,,-32.8803,27.39454
CHERY KLERKSDORP,KLERKSDORP,30,,-26.8521,26.66672
CHERY KLEIN KAROO,OUDTSHOORN,30,,-33.6005,22.19955
CHERY KOKSTAD,KOKSTAD,30,,-30.5472,29.42412
MOTUS CHERY KROONSTAD,KROONSTAD,180,,-27.6504,27.23488
CHERY KRUGERDORP,KRUGERSDORP,180,,-26.0858,27.77515
CHERY LENASIA,LENASIA,60,,-26.3205,27.83564
CHERY LICHTENBURG,LICHTENBURG,180,,-26.152,26.15968
CHERY LYDENBURG,MASHISHING,60,,,
CHERY MAHIKENG,MAHIKENG,60,,-25.8652,25.64421
CHERY MBOMBELA,NEWSPRUIT (MBOMBELA),30,,,
CHERY MIDDELBURG,MIDDELBURG,30,,,
ULTRA MOTORS GROUP,WELKOM,30,,,
RENAULT WELKOM,WELKOM,14,,-27.9774,26.73506
CHERY NEWCASTLE,NEWCASTLE,30,,-27.7525,29.93568
CHERY OUDTSHOORN,OUDTSHOORN,14,,-33.6005,22.19955
CHERY PHALABORWA,PHALABORWA,60,,-23.943,31.14107
CHERY PIET RETIEF,PIET RETIEF,30,,-27.0071,30.81323
CHERY GQEBERHA,PORT ELIZABETH,60,,-33.918,25.57007
CHERY QUEENSTOWN,QUEENSTOWN,60,,-31.8976,26.87533
CHERY ROODEPOORT,ROODEPOORT,30,,-26.1625,27.8725
CHERY BLOEMFONTEIN,BLOEMFONTEIN,30,,-29.1211,26.214
CHERY TYGERVALLEY,CAPE TOWN,30,,-33.9258,18.42322
CHERY TOTI,AMANZIMTOTI,60,,,
CHERY TZANEEN,TZANEEN,60,,-23.8332,30.16351
CHERY WELKOM,DAGBREEK,30,,,
CMH CHERY HATFIELD,PRETORIA,90,,-25.7449,28.18783
DICLA FARM & SEED (PTY) LTD,Muldersdrift,14,,,
CITROEN WESTRAND...,Roodepoort,30,,-26.1625,27.8725
CITROEN WESTRAND,RUMSIG,30,,,
CITROEN WESTRAND,RUMSIG,30,,,
CHRYSLER JEEP DODGE EAST RAND,BOKSBURG,120,,-26.212,28.25958
CLEARWATER SUZUKI,ROODEPOORT,60,,-26.1625,27.8725
CMH HONDA AUTO PINETOWN,PINETOWN,90,,-29.8207,30.88674
CMH BALLITO,BALLITO,90,,-29.536,31.21396
CMH VOLVO CARS FOURWAYS,BRYANSTON,90,,,
CMH CHERY FOURWAYS,SANDTON,90,,,
CMH CHERY GROUP,PRETORIA,30,,-25.7449,28.18783
CMH CHERY HATFIELD,PRETORIA,90,,-25.7449,28.18783
CMH CHERY WESTRAND,ROODEPOORT,90,,-26.1625,27.8725
CMH PINETOWN COMMERCIAL,PINETOWN,90,,,
CMH COMMERCIAL NORTH COAST,CORNUBIA,30,,,
CMH DATSUN BALLITO,BALLITO,90,,-29.536,31.21396
CMH DATSUN BALLITO,BALLITO,90,,-29.536,31.21396
CMH DATSUN CAPE TOWN,CAPE TOWN,30,,-33.9258,18.42322
CMH DATSUN GROUP,CAPE TOWN,30,,-33.9258,18.42322
CMH DATSUN HILLCREST,HILLCREST,90,,-29.7748,30.76396
CMH DATSUN MIDRAND,MIDRAND,90,,-25.9895,28.12843
CMH DATCENTRE PIETERMARITZBURG,PIETERMARITZBURG,90,,-29.6168,30.39278
CMH DATSUN SANDTON,JOHANNESBURG,90,,-26.2023,28.04363
CMH DATSUN DURBAN,DURBAN,90,,,
CMH EAST RAND SUBARU,BOKSBURG,90,,-26.212,28.25958
FIAT & JEEP CAPE TOWN,CAPE TOWN,90,,-33.8967,18.51168
CMH FIAT & JEEP GROUP,CAPE TOWN,30,,-33.9258,18.42322
CMH  FIAT & JEEP UMHLANGA,MT EDGECOMBE,90,,-29.7067,31.0251
CMH FOTON TRUCKS N4 GATEWAY,SILVER LAKES PRETORIA,90,,-25.7449,28.18783
CMH UMHLANGA GM,UMHLANGA,90,,,
CMH GENERAL MOTORS GROUP,DURBAN,30,,,
CMH GROUP,DURBAN,30,,-29.8579,31.0292
CMH HAVAL CAPE TOWN,CAPE TOWN,90,,-33.9258,18.42322
CMH HAVAL GROUP,ROODEPOORT,30,,-26.1625,27.8725
CMH HAVAL SILVER LAKES,PRETORIA,90,,-25.7449,28.18783
CMH SUZUKI HILLCREST,HILLCREST,90,,-29.7748,30.76396
CMH HONDA GROUP,DURBAN,30,,-29.8579,31.0292
CMH HONDA UMHLANGA,MT EDGECOMBE,90,,-29.7067,31.0251
CMH INFINITI GROUP,DURBAN,30,,-29.8579,31.0292
CMH JAGUAR GROUP,DURBAN,30,,-29.8579,31.0292
CMH JAGUAR MENLYN,PRETORIA,90,,-25.7449,28.18783
CMH LANDROVER GROUP,DURBAN,30,,-29.8579,31.0292
CMH MAHINDRA CLEARWATER,ROODEPOORT,90,,-26.1625,27.8725
CMH MAZDA DURBAN,DURBAN,90,,,
CMH MAZDA GROUP,PRETORIA,30,,-25.7449,28.18783
CMH MAZDA HATFIELD,PRETORIA,90,,-25.75,28.24032
CMH MAZDA MENLYN,PRETORIA,90,,-25.7449,28.18783
CMH MAZDA RANDBURG,JOHANNESBURG,90,,-26.2023,28.04363
CMH MAZDA UMHLANGA...,Phoenix,90,,,
CMH MAZDA UMHLANGA,UMHLANGA,90,,-29.7253,31.08583
CMH MG THE GLEN,JOHANNESBURG,90,,-26.2023,28.04363
CMH MG DURBAN,DURBAN,90,,,
CMH MG GROUP,DURBAN,30,,-29.8579,31.0292
CMH MG PINETOWN,DURAN,90,,,
CMH NISSAN MIDRAND,MIDRAND,90,,-25.9895,28.12843
CMH MIDRAND RENAULT,MIDRAND,90,,-25.9895,28.12843
CMH MITSUBISHI BALLITO,BALLITO,90,,-29.536,31.21396
CMH MITSUBISHI BALLITO,BALLITO,90,,-29.536,31.21396
CMH MITSUBISHI GROUP,PRETORIA,30,,-25.7449,28.18783
CMH MITSUBISHI HATFIELD,PRETORIA,90,,-25.7449,28.18783
CMH MITSUBISHI HATFIELD,PRETORIA,90,,-25.7449,28.18783
CMH MITSUBISHI MENLYN,PRETORIA,90,,-25.7449,28.18783
CMH MITSUBISHI MENLYN,PRETORIA,90,,-25.7449,28.18783
CMH MITSUBISHI MIDRAND,MIDRAND,90,,-25.9895,28.12843
CMH MITSUBISHI PINETOWN,PINETOWN,90,,-29.8207,30.88674
CMH MITSUBISHI SOUTH,JOHANNESBURG,90,,-26.2023,28.04363
CMH MITSUBISHI WESTRAND,ROODEPOORT,90,,-26.1625,27.8725
CMH NISSAN BALLITO,BALLITO,90,,-29.536,31.21396
CMH NISSAN BALLITO,BALLITO,90,,-29.536,31.21396
CMH NISSAN DIESEL,DURBAN,30,,-29.8579,31.0292
CMH NISSAN GROUP,DURBAN,30,,-29.8579,31.0292
CMH NISSAN SANDTON,BRYANSTON,90,,,
CMH OPEL UMHLANGA,MT EDGECOMBE,90,,-29.7067,31.0251
CMH PEUGEOT & CITROEN SILVER LAKES,PRETORIA,90,,-25.7449,28.18783
CMH PEUGEOT CITROEN CAPE TOWN,CAPE TOWN,90,,-33.9258,18.42322
CMH PEUGEOT DURBAN,DURBAN,90,,,
CMH PEUGEOT EAST RAND,BOKSBURG,90,,-26.212,28.25958
CMH PEUGEOT GROUP,UMHLANGA,30,,,
CMH PEUGEOT UMHLANGA,MT EDGECOMBE,90,,-29.7067,31.0251
CMH DATSUN PIETERMARITZBURG,PIETERMARITZBURG,90,,-29.6168,30.39278
CMH DATSUN PINETOWN,PINETOWN,90,,-29.8207,30.88674
CMH PINETOWN MULTIFRANCHISE,PINETOWN,90,,,
CMH VOLVO CARS SILVER LAKES,PRETORIA,90,,-25.7449,28.18783
CMH RENAULT BALLITO,BALLITO,90,,-29.536,31.21396
CMH RENAULT GROUP,DURBAN,30,,-29.8579,31.0292
CHERY SILVER LAKES,PRETORIA,30,,-25.7449,28.18783
CMH SUBARU GROUP,BOKSBURG,30,,-26.212,28.25958
CMH SUZUKI BALLITO,BALLITO,90,,-29.536,31.21396
CMH SUZUKI BALLITO,BALLITO,90,,-29.536,31.21396
CMH SUZUKI GROUP,DURBAN,30,,-29.8579,31.0292
CMH SUZUKI SILVER LAKES,PRETORIA SILVER LAKES,90,,,
CMH TATA DURBAN,DURBAN,30,,,
CMH TATA HATFIELD,HATFIELD PRETORIA,30,,-25.7449,28.18783
CMH TATA PIETERMARITZBURG,PIETERMARITZBURG,30,,-29.6168,30.39278
CMH TATA RANDBURG,RANDBURG,30,,-26.0941,28.00123
CMH TOYOTA AND LEXUS GROUP,DURBAN,30,,,
CMH TOYOTA MELROSE,MELROSE ARCH,90,,,
CMH VOLVO GROUP,DURBAN,30,,-29.8579,31.0292
CMH VOLVO CARS WEST RAND,ROODEPOORT,90,,-26.1625,27.8725
C M L GROUP (PTY) LTD,PHALABORWA,60,,-23.943,31.14107
TWO TONE TRADE 14 CC,UPINGTON,30,,-28.4478,21.25612
CORONA MOTORS,PRETORIA,30,,,
CORONA MOTOR GROUP,PRETORIA,30,,,
CRADOCK MAZDA,CRADOCK,30,,-32.1642,25.61918
 CRADOCK MAZDA...,Port Elizabeth,30,,-33.918,25.57007
EAGLE CANYON AUTO ITSA,ROODEPOORT,120,,-26.1625,27.8725
D T M HELDERBERG,STRAND,60,,,
RENAULT  ZULULAND,RICHARDS BAY,30,,-28.783,32.03768
DALY LAND ROVER & JAGUAR POTCHEFSTROOM,POTCHEFSTROOM,30,,-26.7167,27.1
DALY LAND ROVER & JA...,Klerksdorp,30,,-26.8521,26.66672
DALY MAZDA,KLERKSDORP,60,,-26.8521,26.66672
DAMPIER DATSUN,ALIWAL NORTH,30,,-30.6937,26.71141
DAMPIER ISUZU,ALIWAL NORTH,30,,-30.6937,26.71141
DAMPIER GROUP,ALIWAL NORTH,30,,-30.6937,26.71141
DAMPIER NISSAN,ALIWAL NORTH,30,,-30.6937,26.71141
DANIE HOLLENBACH MOTORS,DURBAN,30,,,
CMH NISSAN DURBAN,DURBAN,90,,,
DATSUN EASTERN CAPE,PORT ELIZABETH,30,,-33.918,25.57007
CMH NISSAN HILLCREST,HILLCREST,90,,-29.7748,30.76396
DATSUN KING WILLIAMS TOWN,KING WILLIAMS TOWN,30,,-32.8803,27.39454
DATNIS NISSAN,KING WILLIAMS TOWN,60,,-32.8803,27.39454
CMH NISSAN PIETERMARITZBURG,PIETERMARITZBURG,90,,-29.6168,30.39278
CMH NISSAN PINETOWN,PINETOWN,90,,-29.8207,30.88674
DAVID HERLEY GROUP,TRICHARDT,30,,,
DAYTONA,SANDTON,30,,-26.1039,28.06083
DAYTONA DIRECT (PTY) LTD,MELROSE ARCH,30,,,
D C DISTRIBUTION AGENCY,BEREA,30,,,
T/A DE AAR MOTORS,DE AAR,30,,,
DE AAR MOTORS,DE AAR,90,,,
DELMAS DATSUN,DELMAS,30,,-26.1466,28.68322
DELMAS NISSAN,DELMAS,30,,-26.1466,28.68322
DERIK SCORER GROUP,HYDE PARK,30,,,
DERICK SMITH GROUP,PRETORIA NORTH,30,,-25.682,28.17477
DFSK AMANZIMTOTI,UMBOGINTWINI,30,,,
DFSK BOKSBURG,BOKSBURG,14,,-26.212,28.25958
DFSK CARNIVAL,BRAKPAN,14,,-26.2366,28.36938
DFSK GQEBERHA,PORT ELIZABETH,30,,-33.918,25.57007
DFSK JHB SOUTH,RIDGEWAY,30,,,
DFSK KEMPTON PARK,KEMPTON PARK,30,,-26.1086,28.2377
DFSK PINETOWN,PINETOWN,14,,-29.8207,30.88674
DFSK WESTRAND,FLORIDA,30,,,
DICLA FARM GROUP,"MULDERSDRIFT, KRUGERSDORP",30,,-26.0858,27.77515
DICLA FARM AND SEED - MASSEY FERGUSON OUTLET,"MULDERSDRIFT, KRUGERSDORP",14,,-26.0858,27.77515
DILSE FAITH GROUP,RIVONIA,30,,,
DOCRAT GROUP,NEWCASTLE,14,,,
DONGFENG PRETORIA,WONDERBOOM SOUTH,30,,-25.7021,28.20319
DONVOL GROUP,STELLENBOSCH,30,,-33.9346,18.86676
DRAKENSBERG AGRICULTURAL SERVICES (PTY) LTD,BERGVILLE,30,,,
DRIVE RITE,KYALAMI PARK,30,,-25.9915,28.07316
DROSDY GRIEVE GROUP,WORCESTER,30,,,
DROSTDY TOYOTA,GRAAFF REINET,30,,-32.253,24.53665
DS CARS,CAPE TOWN,30,,-33.9258,18.42322
DTM GEORGE,GEORGE,60,,-33.963,22.46173
DTM PAARL,PAARL,30,,-33.7338,18.97523
DURBAN MULTIFRANCHISE,DURBAN,90,,-29.8579,31.0292
HALLMARK PALMCREEK INVESTMENTS (PTY) LTD T/A DURBA,PROSPECTION ROAD,90,,,
DURBAN SOUTH TOYOTA...,"UMLAZI, 4066.",90,,,
TOMMY MARTIN EAGLE CANYON,ROODEPOORT,120,,-26.1625,27.8725
PEUGEOT CITROEN OPEL ARNOLD CHATZ,HONEYDEW,120,,,
EAGLE FORD MAZDA CORNER AUTO,JOHANNESBURG,60,,-26.2023,28.04363
EAGLE FOUR AND GROUP,JOHANNESBURG,30,,-26.2023,28.04363
EAGLE MAHINDRA,JOHANNESBURG,60,,-26.2023,28.04363
EASTVAAL MOTORS BETHAL,BETHAL,120,,,
EAST AUTO INDUSTRIAL (PTY) LTD,BETHAL,14,,-26.4579,29.46553
EASTVAAL AUTO MIDDELBURG,MIDDELBURG,120,,,
EASTVAAL AUTO TATA TRUCK,WITBANK,120,,-25.8713,29.23323
EASTVAAL MOTORCITY,WITBANK,120,,-25.8713,29.23323
EASTERN CAPE MOTORS - VOLVO PE,PORT ELIZABETH,60,,,
EASTERN CAPE MOTORS - VOLVO EAST LONDON,EAST LONDON,60,,,
EASTERN CAPE MOTORS GROUP,PORT ELIZABETH,30,,,
EASTVAAL CHERY POTCHEFSTROOM,POTCHEFSTROOM,120,,-26.7167,27.1
KOHLER AUTO,WITBANK,120,,-25.8713,29.23323
EASTVAAL JAC MIDDELBURG,MIDDELBURG,120,,,
EASTVAAL KIA SECUNDA,SECUNDA,120,,-26.55,29.16667
EASTVAAL MOTORS (PTY) LTD,POTCHEFSTROOM,120,,,
EASTVAAL MAZDA EMALAHLENI,WITBANK,120,,-25.8713,29.23323
EASTVAAL MITSUBISHI MIDDELBURG,MIDDELBURG,120,,,
EASTVAAL MOTORS BETHAL RENAULT,BETHAL,120,,,
EASTVAAL MOTORS GROUP,MIDDELBURG,120,,,
HONDA AUTO WITBANK,EMALAHLENI,120,,-25.8713,29.23323
EAST RAND MALL DATSUN,BOKSBURG,180,,-26.212,28.25958
CMH EAST RAND,BOKSBURG,90,,-26.212,28.25958
MOTUS NISSAN EAST RAND MALL,BOKSBURG,180,,-26.212,28.25958
EAST RAND TOYOTA,BOKSBURG,180,,,
EASTVAAL RENAULT POTCHEFSTROOM,POTCHEFSTROOM,120,,-26.7167,27.1
EASTVAAL RENAUT SECUNDA,SECUNDA,120,,-26.55,29.16667
EASTVAAL MOTORS SECUNDA,SECUNDA,120,,,
EASTVAAL SUZUKI EMALAHLENI,EMALAHLENI,120,,-26.018,29.1621
EAST TOYOTA,ESHOWE,30,,-28.8787,31.47676
EC DE WET VERVOER ON BEHALF OF AFGRI GROUP HOLDING,KESTELL,30,,,
EAST RAND CARAVAN WORLD,BOKSBURG,30,,-26.212,28.25958
EDENVALE NISSAN,EDENVALE,120,,,
EGM,BLOEM,30,,,
EGOLI AUTO GROUP,JOHANNESBURG,30,,-26.2023,28.04363
EICHER QUEENSTOWN,QUEENSTOWN,30,,-31.8976,26.87533
ELITE AUTO,VEREENIGING,30,,-26.6731,27.92615
ELMAR AUTO,MODIMOLLE,30,,-24.6972,28.40951
ELOFF SERVICE STATION CC,ERONGO,30,,,
ELT COMMERCIAL ASIA,JOHANNESBURG,30,,-26.2023,28.04363
EMALAHLENI MULTI FRANCHISE,EMALAHLENI,120,,-26.018,29.1621
ISUZU DURBAN NORTH,DURBAN,60,,-29.8579,31.0292
ERMELO ELITE MOTORS,ERMELO,30,,,
ERMELO TOYOTA,ERMELO,30,,,
ERMELO TRUCK AND TRACTOR,ERMELO,14,,-26.5333,29.98333
EVEREST MOTORING,MPUMALANGA,30,,-26,30
EXECUTIVE CAR SOURCING (PTY) LTD,EDENVALE,30,,,
EXECUTIVE TOYS GROUP,SUNNIGHILL,30,,,
FARM MAINTANANCE SERVICES,PIETERMARITZBURG,30,,-29.6168,30.39278
FARMTRAC DUNDEE (PTY) LTD,DUNDEE,30,,,
FAST POWERSPORTS,RICHARDS BAY,30,,-28.783,32.03768
FAST POWERSPORTS,RICHARDS BAY,30,,-28.783,32.03768
FAST POWERSPORTS,RICHARDS BAY,30,,-28.783,32.03768
FAW MBOMBELA,MBOMBELA,30,,-25.4745,30.97033
FAW NEWCASTLE,NEWCASTLE,30,,,
FAW PIETERMARITZBURG,MKONDENI,30,,,
FAW ROODEPOORT,JOHANNESBURG,120,,-26.2023,28.04363
FCA CENTURION,CENTURION,120,,-25.8589,28.18577
MMG MAZDA NEWCASTLE,NEWCASTLE,60,,,
MAHINDRA KOKSTAD,KOKSTAD,60,,-30.5472,29.42412
MAHINDRA MTHATHA,MTHATHA,60,,-31.5889,28.78443
MAHINDRA NEWCASTLE,NEWCASTLE,60,,,
MAHINDRA SOUTH COAST,MARGATE,60,,,
SUPER GROUP FIAT AND ALFA,SANDTON,30,,,
FIAT & ALFA HELDERBERG,CAPE TOWN,60,,-33.9258,18.42322
FCA EAST RAND,BOKSBURG,120,,-26.212,28.25958
FIAT CHRYSLER FOURWAYS,SANDTON,90,,,
FIAT CHRYSLER FOURWA...,"sandton, GT,2192",90,,,
FIAT NEWCASTLE..,"NEWCASTLE, KW   2920 GRB",30,,,
FIAT NEWCASTLE,NEWCASTLE,30,,,
FICKSBURG TOYOTA,FICKSBURG,90,,-28.8681,27.87511
FILTERDIENSTE,BETHAL,30,,-26.4579,29.46553
FIRE IT UP,FOURWAYS,14,,,
FIRE IT UP CAPE TOWN,CAPE TOWN,30,,-33.9258,18.42322
FIRE IT UP GROUP,CAPE TOWN,30,,-33.9258,18.42322
FIRE IT UP PRETORIA,BOKSBURG,30,,-26.212,28.25958
FLEET DYNAMICS,Port Elizabeth,30,,-33.918,25.57007
FMGH GROUP,PINETOWN,30,,,
FMGH HILLCREST,HILLCREST,14,,-29.7748,30.76396
FORD STELLENBOSCH,STELLENBOSCH,30,,-33.9346,18.86676
FOSTERS TOYOTA...,Eldorado park Ext 2,14,,,
FOSTERS TOYOTA,ROODEPOORT,14,,,
GROUP 1 FOTON ALBERTON,ALBERTON,60,,-26.2679,28.12225
FOTON CENTURION,CENTURION,60,,-25.8589,28.18577
FOTON COMMERCIAL VEHICLES CAPE TOWN,KRAAIFONTEIN,30,,-33.8481,18.71723
FOTON EDENVALE,EDENVALE,120,,-26.141,28.15247
FOTON ESWATINI,MBABANE,30,,,
FOTON MBOMBELA,NELSPRUIT,120,,-25.4745,30.97033
FOTON NOVEL NAMIBIA,WINDHOEK,30,,,
FOTON KRUGERSDORP,ROODEPOORT,30,,-26.1625,27.8725
FOTON MTHATHA,MTHATHA,180,,-31.5889,28.78443
FOTON NELSPRUIT,NELSPRUIT,60,,-25.4745,30.97033
FOTON RUSTENBURG,RUSTENBURG,120,,-25.6676,27.24208
FOTON SPRINGS,SPRINGS,120,,-26.2584,28.47173
GROUP 1 FOTON THE GLEN,BASSONIA,60,,,
FOTON TRUCKS SHELLY BEACH,SHELLY BEACH,30,,-30.8006,30.41427
FOTON TZANEEN,TZANEEN,60,,-23.8332,30.16351
FOURBUY WHOLESALE,FOURWAYS,30,,,
FRANS VAN DER LINDE GROUP,VEREENIGING,30,,-26.6731,27.92615
FRANK VOS MOTORS,WORCESTER,14,,,
FRANK VOS ROBERTSON,ROBERTSON,14,,-33.8034,19.88537
FREEWAY TOYOTA,ORMONDE,14,,,
 FREEWAY TOYOTA...,Johannesburg,14,,-26.2398,28.00264
FSNC AUTO,BLOEMFONTEIN,30,,-29.1211,26.214
FURY FIAT AND JEEP PIETERMARITZBURG,PIETERMARITZBURG,30,,-29.6168,30.39278
FURY FIAT AND JEEP TOTI,AMANZIMTOTI,30,,,
FURY FORD & MAZDA TOTI,AMANZIMTOTI,30,,,
FURY FORD MIDRAND,MIDRAND,30,,-25.9819,28.12913
FURY FORD SANDTON,JOHANNESBURG,30,,-26.0242,27.9923
FURY FORD TOTI (SUMMIT AUTO TRADING),AMANZIMTOTI,30,,,
FURY FORD WOODMEAD,WOODMEAD,30,,-26.0471,28.08118
FURY FORD WOODMEAD (SUMMIT AUTO TRADING),WOODMEAD,30,,-26.0471,28.08118
FURY FORD WOODMEAD,WOODMEAD,30,,-26.0471,28.08118
FURY FOURWAYS,SANDTON,30,,,
FURY HAVAL MIDRAND,MIDRAND,30,,-25.9895,28.12843
FURY HAVAL SANDTON,SANDTON,30,,-26.0552,28.05943
HONDA AUTO PIETERMARITZBURG,PIETERMARITZBURG,30,,-29.6168,30.39278
FURY HONDA TOTI,AMANZIMTOTI,30,,,
FURY HYDE PARK,JOHANNESBURG,30,,-26.2023,28.04363
FURY ISUZU WOODMEAD(SUMMIT AUTO TRADING),WOODMEAD,30,,-26.0471,28.08118
FURY MAZDA FOURWAYS,JOHANNESBURG,30,,-26.2023,28.04363
FURY MAZDA PINETOWN...,"PINETOWN, 3600",30,,-29.8167,30.85
FURY MAZDA PINETOWN,PINETOWN,30,,-29.8207,30.88674
FURY MAZDA PINETOWN(SUMMIT AUTO TRADING),PINETOWN,30,,-29.8207,30.88674
FURY MAZDA WOODMEAD,RIVONIA,30,,,
FURY MIDRAND MAZDA,HALFWAY HOUSE,60,,-26.0053,28.12637
FURY PLATINUM SELECT,WOODEMEAD,30,,,
FURY RENAULT TOTI,AMANZIMTOTI,30,,,
FURY BAIC SANDTON,SANDTON,30,,-26.0552,28.05943
FURY SUZUKI FOURWAYS,FOURWAYS,60,,-26.0211,28.00917
FURY ISUZU WOODMEAD,WOODMEAD,30,,-26.0471,28.08118
G C GYPSEY,WITBANK,30,,-25.8713,29.23323
GAC BOKSBURG,JANSEN PARK,14,,,
GAC CENTURION,CENTURION,60,,-25.8589,28.18577
GAC EAST LONDON,EAST LONDON,60,,-33.0153,27.91162
GAC EDENVALE,EDENVALE,14,,-26.141,28.15247
GAC HATFIELD,PRETORIA,90,,-25.7449,28.18783
GAC & JMC GEORGE,GEORGE,30,,-33.963,22.46173
GAC AND JMC SPRINGFIELD,DURBAN NORTH,30,,-29.8025,31.02367
GAC MOTORS DURBAN,DURBAN,30,,,
GAC MOTOR JOHANNESBURG,JOHANNESBURG,30,,-26.2023,28.04363
GAC PIETERMARITZBURG,PIETERMARITZBURG,30,,-29.6168,30.39278
GAC Pinetown,"PINETOWN, KW   3600 GRB",30,,,
GAC AND JMC PINETOWN,PINETOWN,30,,-29.8207,30.88674
GAC POLOKWANE,LIMPOPO,90,,-23.9045,29.46885
GAC PORT ELIZABETH,MIRAMAR,60,,,
GAC WEST RAND,ROODEPOORT,60,,-26.1625,27.8725
